Rank,Word,Score,In Answerlist
3915,tians,9402.5,No
3916,doves,9402.0,No
3917,bides,9401.5,No
3918,libra,9401.0,No
3919,tyers,9400.5,No
3920,matlo,9400.0,No
3921,ulnar,9400.0,No
3922,hotte,9399.5,No
3923,speak,9399.5,Yes
3924,metre,9399.0,No
3925,jurel,9398.5,No
3926,leery,9398.0,Yes
3927,nogal,9398.0,No
3928,tenno,9398.0,No
3929,rioja,9397.5,No
3930,nagor,9396.0,No
3931,bokes,9395.5,No
3932,sutor,9395.5,No
3933,percs,9394.5,No
3934,indue,9393.5,No
3935,scary,9393.5,Yes
3936,fleas,9393.0,No
3937,noses,9393.0,No
3938,mused,9392.5,No
3939,tomme,9391.5,No
3940,rapid,9391.0,Yes
3941,adnex,9390.5,No
3942,cutes,9390.5,No
3943,glute,9390.0,No
3944,inlay,9389.0,Yes
3945,mered,9389.0,No
3946,spued,9389.0,No
3947,tehrs,9389.0,No
3948,toils,9389.0,No
3949,coded,9388.5,No
3950,roosa,9388.5,No
3951,sures,9388.5,No
3952,sepic,9387.5,No
3953,colin,9387.0,No
3954,saeta,9387.0,No
3955,peaks,9386.5,No
3956,peine,9386.5,No
3957,softa,9386.5,No
3958,gloat,9386.0,Yes
3959,passe,9386.0,No
3960,balot,9385.5,No
3961,dined,9385.5,No
3962,hejra,9385.0,No
3963,felty,9384.0,No
3964,filar,9384.0,No
3965,laxes,9384.0,No
3966,mazed,9384.0,No
3967,agrin,9383.5,No
3968,redif,9383.5,No
3969,souly,9383.5,No
3970,wades,9383.5,No
3971,rawer,9382.5,No
3972,sleet,9382.5,Yes
3973,cents,9382.0,No
3974,dowar,9381.5,No
3975,remet,9381.5,No
3976,sloid,9381.5,No
3977,visne,9381.5,No
3978,crias,9381.0,No
3979,lytes,9381.0,No
3980,riads,9381.0,No
3981,celts,9380.0,No
3982,retch,9380.0,Yes
3983,teats,9380.0,No
3984,aorta,9379.5,Yes
3985,levas,9379.5,No
3986,elvan,9379.0,No
3987,mobee,9379.0,No
3988,coxed,9377.0,No
3989,fetid,9377.0,Yes
3990,wines,9377.0,No
3991,puers,9376.5,No
3992,aloud,9375.5,Yes
3993,deign,9375.5,Yes
3994,scart,9375.0,No
3995,trios,9375.0,No
3996,wiles,9375.0,No
3997,smart,9374.5,Yes
3998,nazes,9374.0,No
3999,boose,9373.5,No
4000,blaze,9373.0,Yes
4001,quote,9373.0,Yes
4002,coirs,9372.5,No
4003,eyots,9372.0,No
4004,robin,9372.0,Yes
4005,scran,9372.0,No
4006,shtar,9372.0,No
4007,carom,9371.0,No
4008,begot,9370.0,No
4009,fiers,9370.0,No
4010,bilat,9369.5,No
4011,comal,9369.5,No
4012,dunce,9369.5,Yes
4013,garni,9369.5,No
4014,pocan,9369.5,No
4015,pupae,9369.5,No
4016,tansy,9369.5,No
4017,abrin,9369.0,No
4018,pairs,9369.0,No
4019,bialy,9368.5,No
4020,blent,9368.0,No
4021,reifs,9368.0,No
4022,dulce,9367.5,No
4023,traik,9367.5,No
4024,zoaea,9367.5,No
4025,datil,9367.0,No
4026,kerns,9367.0,No
4027,addle,9366.5,No
4028,trems,9366.5,No
4029,pheon,9366.0,No
4030,civet,9365.5,No
4031,mutes,9365.5,No
4032,zebra,9365.5,Yes
4033,ganev,9364.5,No
4034,refis,9364.0,No
4035,rover,9364.0,Yes
4036,vaped,9364.0,No
4037,truer,9363.0,Yes
4038,punce,9362.5,No
4039,aleck,9361.5,No
4040,yeahs,9361.5,No
4041,assed,9361.0,No
4042,kylie,9360.0,No
4043,wised,9359.5,No
4044,mivey,9359.0,No
4045,clove,9358.5,Yes
4046,nomen,9358.5,No
4047,brant,9358.0,No
4048,metta,9357.5,No
4049,emirs,9357.0,No
4050,hawed,9357.0,No
4051,ments,9357.0,No
4052,soars,9356.0,No
4053,waive,9355.5,Yes
4054,melts,9355.0,No
4055,nance,9355.0,No
4056,redid,9355.0,No
4057,salop,9355.0,No
4058,erupt,9354.0,Yes
4059,tends,9353.5,No
4060,bardo,9353.0,No
4061,lovee,9352.5,No
4062,pegma,9352.0,No
4063,cimar,9351.5,No
4064,sexto,9351.0,No
4065,merse,9350.5,No
4066,pulao,9350.5,No
4067,amour,9350.0,No
4068,eyrie,9349.5,No
4069,acene,9349.0,No
4070,amene,9348.5,No
4071,plain,9348.5,Yes
4072,rarer,9348.0,Yes
4073,heaps,9347.5,No
4074,louma,9347.5,No
4075,psoai,9347.5,No
4076,orang,9347.0,No
4077,soces,9346.0,No
4078,novia,9345.5,No
4079,forma,9345.0,No
4080,derms,9344.5,No
4081,enoki,9344.0,No
4082,phies,9344.0,No
4083,gibel,9343.0,No
4084,mural,9342.5,Yes
4085,turon,9342.5,No
4086,aggie,9342.0,No
4087,fames,9342.0,No
4088,lyart,9342.0,No
4089,noxes,9342.0,No
4090,serge,9341.5,No
4091,dited,9341.0,No
4092,patin,9341.0,No
4093,brume,9340.5,No
4094,doric,9340.0,No
4095,skein,9340.0,No
4096,ervil,9339.0,No
4097,copal,9338.5,No
4098,deism,9338.5,No
4099,hoved,9338.5,No
4100,flies,9337.5,No
4101,perms,9337.5,No
4102,genom,9336.0,No
4103,bolas,9335.5,No
4104,abord,9334.5,No
4105,gobar,9334.5,No
4106,selfy,9334.0,No
4107,widen,9334.0,Yes
4108,miaou,9333.0,No
4109,mirah,9333.0,No
4110,wreak,9333.0,Yes
4111,round,9332.5,Yes
4112,semie,9332.5,No
4113,wites,9332.5,No
4114,coves,9331.5,No
4115,hides,9331.5,No
4116,boats,9331.0,No
4117,cafes,9330.5,No
4118,roids,9330.5,No
4119,lapel,9330.0,Yes
4120,yerds,9330.0,No
4121,etyma,9329.5,No
4122,herby,9329.5,No
4123,niche,9329.5,Yes
4124,stoma,9329.0,No
4125,bakes,9328.5,No
4126,paves,9328.0,No
4127,woken,9328.0,Yes
4128,gyres,9326.0,No
4129,aldea,9325.5,No
4130,hokes,9325.5,No
4131,kenos,9324.5,No
4132,atomy,9324.0,No
4133,spait,9324.0,No
4134,sames,9323.5,No
4135,miked,9323.0,No
4136,foxie,9322.5,No
4137,ludes,9322.5,No
4138,noeme,9322.5,No
4139,drony,9322.0,No
4140,lurex,9322.0,No
4141,tails,9322.0,No
4142,akker,9321.0,No
4143,meynt,9321.0,No
4144,bevor,9320.5,No
4145,brens,9319.5,No
4146,litas,9319.5,No
4147,mauve,9319.0,Yes
4148,hawse,9318.5,No
4149,malae,9317.5,No
4150,pedis,9317.5,No
4151,pepla,9317.5,No
4152,inkle,9317.0,No
4153,picra,9317.0,No
4154,anomy,9316.0,No
4155,arcos,9315.5,No
4156,jakie,9315.5,No
4157,daisy,9315.0,Yes
4158,goved,9315.0,No
4159,syver,9315.0,No
4160,atopy,9314.5,No
4161,spike,9314.5,Yes
4162,steik,9314.5,No
4163,heavy,9312.5,Yes
4164,duple,9312.0,No
4165,eilds,9311.0,No
4166,soldi,9311.0,No
4167,demur,9309.5,Yes
4168,fairy,9309.5,Yes
4169,erned,9309.0,No
4170,acros,9308.5,No
4171,boxen,9308.0,No
4172,brize,9308.0,No
4173,sarvo,9307.5,No
4174,hazle,9307.0,No
4175,zeals,9307.0,No
4176,foram,9306.5,No
4177,moves,9306.5,No
4178,dedal,9306.0,No
4179,mercs,9306.0,No
4180,snirt,9306.0,No
4181,yogee,9305.5,No
4182,elite,9305.0,Yes
4183,rupee,9305.0,Yes
4184,shrew,9304.5,Yes
4185,blart,9304.0,No
4186,haros,9304.0,No
4187,kendo,9303.5,No
4188,joyed,9303.0,No
4189,domed,9302.5,No
4190,ferns,9302.0,No
4191,gokes,9302.0,No
4192,pardi,9302.0,No
4193,ultra,9302.0,Yes
4194,dirty,9301.0,Yes
4195,dured,9300.5,No
4196,yarco,9300.5,No
4197,mecha,9300.0,No
4198,whole,9300.0,Yes
4199,yules,9300.0,No
4200,icker,9299.5,No
4201,nitry,9299.5,No
4202,tided,9299.5,No
4203,bleak,9298.5,Yes
4204,meaks,9298.0,No
4205,sault,9298.0,No
4206,faces,9297.5,No
4207,masse,9297.5,Yes
4208,raver,9297.0,No
4209,nidor,9296.0,No
4210,posit,9296.0,Yes
4211,ruche,9296.0,No
4212,sarky,9296.0,No
4213,demos,9295.5,No
4214,owsen,9294.5,No
4215,volke,9293.5,No
4216,yipes,9293.5,No
4217,botas,9293.0,No
4218,pervy,9293.0,No
4219,ylike,9293.0,No
4220,fermi,9292.5,No
4221,reuse,9292.5,Yes
4222,gusle,9292.0,No
4223,lehrs,9292.0,No
4224,tubed,9292.0,No
4225,waxer,9291.0,No
4226,ansae,9290.5,No
4227,aulos,9290.5,No
4228,fiest,9290.5,No
4229,waged,9290.5,No
4230,troat,9289.5,No
4231,broil,9289.0,Yes
4232,hazel,9289.0,Yes
4233,ceroc,9288.5,No
4234,gerle,9288.5,No
4235,sharn,9288.5,No
4236,blued,9288.0,No
4237,pardy,9287.5,No
4238,taiko,9286.0,No
4239,maxed,9285.0,No
4240,tains,9285.0,No
4241,areas,9284.5,No
4242,sabot,9284.5,No
4243,frita,9284.0,No
4244,raupo,9284.0,No
4245,yowes,9284.0,No
4246,zetas,9284.0,No
4247,shlep,9283.5,No
4248,yurta,9283.5,No
4249,burke,9283.0,No
4250,bendy,9282.5,No
4251,lomas,9281.0,No
4252,shove,9281.0,Yes
4253,mairs,9280.5,No
4254,surah,9280.5,No
4255,exalt,9280.0,Yes
4256,goose,9280.0,Yes
4257,glaze,9279.5,Yes
4258,grebo,9279.5,No
4259,honda,9279.5,No
4260,axmen,9278.0,No
4261,huger,9277.5,No
4262,sonic,9277.0,Yes
4263,chide,9276.5,Yes
4264,donga,9276.0,No
4265,allee,9274.5,No
4266,glent,9274.5,No
4267,plues,9274.5,No
4268,hayey,9274.0,No
4269,ponty,9273.5,No
4270,daric,9273.0,No
4271,audit,9272.5,Yes
4272,pargo,9272.5,No
4273,beach,9271.5,Yes
4274,doped,9271.5,No
4275,centu,9270.5,No
4276,sprew,9270.5,No
4277,tragi,9270.5,No
4278,piony,9270.0,No
4279,dooce,9269.5,No
4280,savor,9269.5,Yes
4281,ponga,9269.0,No
4282,unmet,9269.0,Yes
4283,moist,9268.0,Yes
4284,prima,9267.5,No
4285,royst,9266.0,No
4286,tense,9266.0,Yes
4287,syped,9265.5,No
4288,curio,9265.0,Yes
4289,caves,9264.5,No
4290,grant,9264.5,Yes
4291,horsy,9263.5,No
4292,raids,9263.5,No
4293,renks,9263.5,No
4294,dulia,9263.0,No
4295,vades,9262.0,No
4296,beigy,9261.5,No
4297,saunt,9261.0,No
4298,waken,9261.0,No
4299,jeats,9259.0,No
4300,hakes,9258.5,No
4301,sprad,9258.5,No
4302,firie,9257.5,No
4303,gryde,9257.5,No
4304,arere,9257.0,No
4305,dozes,9257.0,No
4306,sythe,9257.0,No
4307,lends,9256.5,No
4308,odder,9256.5,Yes
4309,boyla,9256.0,No
4310,deink,9256.0,No
4311,vines,9255.5,No
4312,loins,9255.0,No
4313,twyer,9255.0,No
4314,aecia,9254.5,No
4315,dwile,9254.5,No
4316,zowie,9254.5,No
4317,cedis,9254.0,No
4318,escot,9253.0,No
4319,nilas,9253.0,No
4320,preen,9253.0,Yes
4321,unary,9253.0,No
4322,matin,9252.5,No
4323,crony,9251.5,Yes
4324,gerne,9251.5,No
4325,decos,9251.0,No
4326,sirra,9251.0,No
4327,skobe,9251.0,No
4328,canso,9250.5,No
4329,aspro,9250.0,No
4330,viola,9250.0,Yes
4331,vilde,9249.5,No
4332,preif,9249.0,No
4333,dorts,9248.5,No
4334,autos,9248.0,No
4335,cloze,9248.0,No
4336,hemin,9248.0,No
4337,grume,9247.0,No
4338,yelts,9247.0,No
4339,horst,9245.0,No
4340,oxeas,9245.0,No
4341,pekau,9244.5,No
4342,poind,9244.5,No
4343,gleba,9244.0,No
4344,embay,9243.5,No
4345,horis,9243.5,No
4346,babel,9243.0,No
4347,hiant,9243.0,No
4348,tendu,9242.0,No
4349,ornis,9241.5,No
4350,ports,9241.5,No
4351,saith,9241.5,No
4352,frail,9241.0,Yes
4353,strap,9241.0,Yes
4354,wince,9241.0,Yes
4355,screw,9240.5,Yes
4356,binal,9240.0,No
4357,gorsy,9240.0,No
4358,sedgy,9240.0,No
4359,apple,9238.5,Yes
4360,cardi,9238.5,No
4361,recte,9238.5,No
4362,leper,9238.0,Yes
4363,vised,9238.0,No
4364,flair,9237.5,Yes
4365,goats,9237.5,No
4366,alefs,9237.0,No
4367,senvy,9237.0,No
4368,styme,9237.0,No
4369,bevan,9236.5,No
4370,silty,9236.0,No
4371,tical,9236.0,No
4372,enter,9235.5,Yes
4373,afrit,9235.0,No
4374,balon,9235.0,No
4375,faked,9232.5,No
4376,mowra,9232.5,No
4377,tarot,9232.5,Yes
4378,texas,9232.5,No
4379,court,9231.5,Yes
4380,sandy,9231.5,Yes
4381,giron,9231.0,No
4382,nidal,9231.0,No
4383,remen,9231.0,No
4384,luxer,9230.0,No
4385,spaes,9230.0,No
4386,luged,9229.5,No
4387,sadly,9229.5,Yes
4388,glary,9229.0,No
4389,insee,9229.0,No
4390,loams,9229.0,No
4391,reest,9229.0,No
4392,micra,9228.5,No
4393,midge,9228.5,Yes
4394,wames,9227.0,No
4395,derry,9226.5,No
4396,grens,9226.0,No
4397,icers,9225.5,No
4398,manso,9225.5,No
4399,purer,9225.0,Yes
4400,cardy,9224.0,No
4401,ouzel,9224.0,No
4402,cupel,9223.5,No
4403,inept,9223.5,Yes
4404,ouphe,9223.5,No
4405,melik,9223.0,No
4406,elops,9222.5,No
4407,goals,9222.5,No
4408,urdee,9222.5,No
4409,frore,9222.0,No
4410,lisle,9222.0,No
4411,pruta,9221.0,No
4412,appel,9220.5,No
4413,nertz,9220.5,No
4414,wrest,9220.5,Yes
4415,goris,9220.0,No
4416,north,9220.0,Yes
4417,giant,9219.5,Yes
4418,perry,9219.5,No
4419,raake,9219.5,No
4420,poupe,9219.0,No
4421,repel,9219.0,Yes
4422,bunde,9218.5,No
4423,firer,9218.5,No
4424,levin,9218.5,No
4425,dwine,9217.5,No
4426,deoch,9217.0,No
4427,tomin,9217.0,No
4428,trees,9217.0,No
4429,adios,9216.5,No
4430,cecal,9216.5,No
4431,sango,9216.5,No
4432,mitie,9216.0,No
4433,field,9215.5,Yes
4434,diene,9215.0,No
4435,fluey,9215.0,No
4436,yiked,9215.0,No
4437,grize,9214.5,No
4438,volta,9214.5,No
4439,dogal,9214.0,No
4440,dobla,9213.5,No
4441,nudes,9213.5,No
4442,mersk,9213.0,No
4443,nerks,9212.0,No
4444,speld,9212.0,No
4445,lifes,9211.5,No
4446,macro,9211.5,Yes
4447,wetly,9211.5,No
4448,clues,9211.0,No
4449,redox,9211.0,No
4450,rimon,9210.5,No
4451,tecta,9210.5,No
4452,ouche,9210.0,No
4453,cargo,9209.0,Yes
4454,doses,9209.0,No
4455,quiet,9209.0,Yes
4456,shend,9209.0,No
4457,creel,9208.5,No
4458,denet,9208.5,No
4459,buaze,9208.0,No
4460,salic,9208.0,No
4461,jeans,9207.0,No
4462,panty,9206.5,No
4463,wheat,9206.5,Yes
4464,salut,9206.0,No
4465,conga,9205.5,No
4466,sigla,9205.5,No
4467,bused,9205.0,Yes
4468,plaid,9205.0,Yes
4469,bowes,9204.5,No
4470,peise,9204.5,No
4471,devot,9203.5,No
4472,meids,9203.5,No
4473,poses,9202.0,No
4474,maist,9201.0,No
4475,bices,9200.5,No
4476,amity,9200.0,Yes
4477,repen,9200.0,No
4478,ahold,9199.5,No
4479,ephor,9199.5,No
4480,mardy,9199.0,No
4481,melam,9198.5,No
4482,morra,9198.0,No
4483,becap,9197.5,No
4484,cauri,9197.5,No
4485,ryked,9196.0,No
4486,tondi,9196.0,No
4487,deres,9195.0,No
4488,dogan,9195.0,No
4489,lubed,9195.0,No
4490,pekin,9195.0,No
4491,glued,9194.5,No
4492,ahint,9194.0,No
4493,cosec,9193.5,No
4494,peage,9193.0,No
4495,sarir,9193.0,No
4496,baton,9192.5,Yes
4497,sloka,9192.5,No
4498,spail,9192.5,No
4499,griot,9192.0,No
4500,rossa,9192.0,No
4501,mirly,9190.5,No
4502,dazes,9190.0,No
4503,oxies,9189.5,No
4504,porns,9189.5,No
4505,supra,9189.5,No
4506,lovat,9189.0,No
4507,boeps,9188.5,No
4508,sayid,9188.5,No
4509,fumer,9188.0,No
4510,peres,9188.0,No
4511,rangi,9188.0,No
4512,viral,9188.0,Yes
4513,jeton,9187.5,No
4514,threw,9187.5,Yes
4515,genip,9187.0,No
4516,terfs,9187.0,No
4517,cozes,9186.5,No
4518,posca,9186.5,No
4519,spial,9186.5,No
4520,blest,9186.0,No
4521,oxide,9185.5,Yes
4522,froze,9185.0,Yes
4523,monty,9185.0,No
4524,oueds,9185.0,No
4525,tryer,9184.5,No
4526,margo,9184.0,No
4527,noway,9184.0,No
4528,setup,9184.0,Yes
4529,spina,9183.5,No
4530,bokeh,9183.0,No
4531,noils,9183.0,No
4532,urges,9182.5,No
4533,forty,9182.0,Yes
4534,perch,9182.0,Yes
4535,darts,9181.5,No
4536,reups,9181.5,No
4537,haily,9181.0,No
4538,pinot,9181.0,No
4539,pipet,9181.0,No
4540,agony,9180.5,Yes
4541,chair,9180.5,Yes
4542,gibed,9180.5,No
4543,herds,9180.5,No
4544,podex,9180.5,No
4545,lapje,9179.5,No
4546,alews,9179.0,No
4547,pilot,9179.0,Yes
4548,canid,9178.5,No
4549,fiend,9178.5,Yes
4550,nyuse,9178.5,No
4551,butes,9178.0,No
4552,teiid,9178.0,No
4553,fleam,9177.5,No
4554,gambe,9177.0,No
4555,calid,9176.5,No
4556,groin,9176.5,Yes
4557,boded,9176.0,No
4558,brast,9176.0,No
4559,intro,9175.0,Yes
4560,spend,9175.0,Yes
4561,kithe,9174.5,No
4562,parts,9174.5,No
4563,padri,9174.0,No
4564,trild,9174.0,No
4565,makee,9173.5,No
4566,rangy,9173.5,No
4567,spain,9173.5,No
4568,belie,9173.0,Yes
4569,dormy,9172.5,No
4570,mauri,9172.5,No
4571,nomas,9172.0,No
4572,retem,9170.5,No
4573,betta,9170.0,No
4574,bents,9169.5,No
4575,munia,9169.5,No
4576,platy,9169.5,No
4577,lense,9169.0,No
4578,signa,9168.5,No
4579,seely,9168.0,No
4580,aiyoh,9167.5,No
4581,belts,9167.5,No
4582,fiver,9167.5,No
4583,genic,9167.5,No
4584,sheaf,9167.0,No
4585,darls,9166.5,No
4586,entre,9166.0,No
4587,oscar,9166.0,No
4588,usher,9166.0,Yes
4589,curve,9165.5,Yes
4590,halon,9165.0,No
4591,areca,9164.5,No
4592,boxed,9164.5,No
4593,deify,9164.5,No
4594,doeks,9164.5,No
4595,liman,9164.5,No
4596,venti,9164.0,No
4597,croak,9163.5,Yes
4598,valor,9163.5,Yes
4599,darcy,9162.5,No
4600,genre,9162.5,Yes
4601,scail,9162.5,No
4602,verra,9162.5,No
4603,curer,9161.5,No
4604,mozes,9161.5,No
4605,ploit,9161.5,No
4606,rabid,9161.5,Yes
4607,ceric,9161.0,No
4608,varve,9161.0,No
4609,cetyl,9160.5,No
4610,groma,9160.5,No
4611,rebud,9160.5,No
4612,tonic,9160.0,Yes
4613,orcas,9158.5,No
4614,doxes,9158.0,No
4615,canti,9157.5,No
4616,gaily,9157.5,Yes
4617,onned,9155.5,No
4618,purre,9155.5,No
4619,reget,9155.5,No
4620,henna,9154.5,No
4621,pewit,9154.5,No
4622,wavey,9153.5,No
4623,garis,9153.0,No
4624,morts,9153.0,No
4625,ooped,9153.0,No
4626,cyber,9152.5,Yes
4627,razer,9152.0,No
4628,togas,9152.0,No
4629,jokey,9151.5,No
4630,poxes,9151.0,No
4631,sperm,9151.0,Yes
4632,hules,9150.5,No
4633,tamin,9150.0,No
4634,phobe,9149.5,No
4635,typed,9148.5,No
4636,sensi,9148.0,No
4637,patly,9147.0,No
4638,popes,9147.0,No
4639,venae,9147.0,No
4640,fouat,9146.5,No
4641,lives,9145.5,No
4642,scend,9145.0,No
4643,shard,9145.0,Yes
4644,peeoy,9144.5,No
4645,torus,9144.5,Yes
4646,hipes,9144.0,No
4647,canty,9143.0,No
4648,fease,9143.0,No
4649,caaed,9142.5,No
4650,mesic,9141.5,No
4651,abele,9141.0,No
4652,dizen,9140.5,No
4653,chafe,9140.0,Yes
4654,japed,9140.0,No
4655,repro,9140.0,No
4656,stand,9139.0,Yes
4657,sties,9139.0,No
4658,tempi,9139.0,No
4659,coses,9138.5,No
4660,mille,9138.5,No
4661,fadge,9138.0,No
4662,surly,9138.0,Yes
4663,voars,9138.0,No
4664,inked,9136.5,No
4665,buran,9136.0,No
4666,acold,9135.5,No
4667,biked,9135.5,No
4668,impel,9135.5,Yes
4669,pases,9135.0,No
4670,chiao,9134.5,No
4671,howes,9134.5,No
4672,viers,9133.5,No
4673,hacek,9133.0,No
4674,prosy,9133.0,No
4675,dynes,9132.5,No
4676,eaver,9132.5,No
4677,ramis,9132.5,No
4678,fenis,9132.0,No
4679,hella,9131.0,No
4680,merry,9131.0,Yes
4681,snies,9131.0,No
4682,pilei,9130.5,No
4683,quena,9130.0,No
4684,rebab,9130.0,No
4685,darns,9129.5,No
4686,oleum,9129.5,No
4687,dikes,9129.0,No
4688,neper,9129.0,No
4689,voces,9128.0,No
4690,nrtya,9127.5,No
4691,sheer,9127.5,Yes
4692,acton,9127.0,No
4693,gules,9127.0,No
4694,cebid,9126.5,No
4695,hazed,9126.5,No
4696,corns,9126.0,No
4697,moaky,9126.0,No
4698,cigar,9125.5,Yes
4699,gryce,9125.5,No
4700,haint,9125.5,No
4701,noyau,9125.5,No
4702,pynes,9125.5,No
4703,veale,9125.5,No
4704,bribe,9125.0,Yes
4705,alcea,9124.5,No
4706,ceres,9124.5,No
4707,sease,9124.5,No
4708,lowan,9124.0,No
4709,besom,9122.5,No
4710,jiber,9122.0,No
4711,pikes,9122.0,No
4712,duroy,9121.5,No
4713,luces,9121.5,No
4714,ryoti,9121.0,No
4715,misal,9120.5,No
4716,glike,9120.0,No
4717,eisel,9119.5,No
4718,suete,9119.0,No
4719,agene,9118.5,No
4720,favel,9118.5,No
4721,layin,9118.0,No
4722,manty,9118.0,No
4723,owari,9118.0,No
4724,polka,9118.0,Yes
4725,antsy,9117.5,No
4726,maaed,9117.5,No
4727,mason,9117.5,Yes
4728,seaze,9117.5,No
4729,verts,9117.5,No
4730,waked,9117.5,No
4731,codex,9117.0,No
4732,trifa,9117.0,No
4733,ovule,9116.5,No
4734,irons,9116.0,No
4735,malty,9116.0,No
4736,nails,9116.0,No
4737,anils,9114.5,No
4738,prost,9114.5,No
4739,resue,9114.5,No
4740,quean,9114.0,No
4741,stony,9114.0,Yes
4742,moses,9113.5,No
4743,pieds,9113.5,No
4744,sevak,9113.5,No
4745,apnea,9112.5,Yes
4746,carbo,9112.5,No
4747,plets,9112.5,No
4748,upsey,9112.0,No
4749,carts,9111.0,No
4750,piezo,9111.0,No
4751,spard,9111.0,No
4752,uncle,9111.0,Yes
4753,beaks,9110.5,No
4754,quite,9110.5,Yes
4755,basse,9110.0,No
4756,dente,9110.0,No
4757,trons,9110.0,No
4758,drats,9109.5,No
4759,preed,9109.5,No
4760,sizar,9108.5,No
4761,tours,9108.5,No
4762,yitie,9108.0,No
4763,linac,9107.5,No
4764,kawed,9106.5,No
4765,methi,9106.0,No
4766,lefty,9105.5,Yes
4767,terek,9105.0,No
4768,woald,9105.0,No
4769,deaws,9104.5,No
4770,upled,9104.5,No
4771,wirer,9103.5,No
4772,gazed,9103.0,No
4773,manly,9103.0,Yes
4774,nifes,9102.5,No
4775,prats,9102.5,No
4776,short,9101.5,Yes
4777,morns,9101.0,No
4778,vlies,9101.0,No
4779,foehn,9100.5,No
4780,label,9100.5,Yes
4781,ngaio,9100.5,No
4782,wield,9100.5,Yes
4783,hents,9099.5,No
4784,hyper,9099.5,Yes
4785,meres,9099.5,No
4786,tango,9099.5,Yes
4787,cheap,9099.0,Yes
4788,momes,9099.0,No
4789,natis,9099.0,No
4790,plant,9099.0,Yes
4791,yourt,9098.5,No
4792,along,9098.0,Yes
4793,arepa,9098.0,No
4794,flute,9098.0,Yes
4795,opens,9098.0,No
4796,peery,9098.0,No
4797,antis,9097.5,No
4798,sages,9097.5,No
4799,tizes,9097.5,No
4800,drily,9096.5,No
4801,carls,9096.0,No
4802,merde,9095.5,No
4803,nemic,9095.5,No
4804,creds,9095.0,No
4805,routs,9095.0,No
4806,hoxed,9094.5,No
4807,mazes,9094.5,No
4808,nisse,9094.5,No
4809,zines,9094.5,No
4810,float,9094.0,Yes
4811,merch,9093.5,No
4812,nided,9093.5,No
4813,speer,9093.5,No
4814,upset,9093.5,Yes
4815,avels,9093.0,No
4816,herse,9093.0,No
4817,sapid,9092.5,No
4818,begin,9092.0,Yes
4819,methy,9091.5,No
4820,alods,9091.0,No
4821,etuis,9091.0,No
4822,gleis,9091.0,No
4823,nasty,9090.5,Yes
4824,orixa,9090.0,No
4825,sheva,9090.0,No
4826,wodge,9090.0,No
4827,stele,9089.0,No
4828,swipe,9089.0,No
4829,chime,9087.5,Yes
4830,coxes,9087.5,No
4831,adrip,9086.5,No
4832,bunce,9086.5,No
4833,devas,9086.5,No
4834,marts,9086.0,No
4835,seils,9086.0,No
4836,carob,9085.5,No
4837,wolve,9085.0,No
4838,jakey,9084.5,No
4839,paxes,9084.0,No
4840,gosse,9083.5,No
4841,abbey,9082.5,Yes
4842,tards,9082.5,No
4843,ecash,9082.0,No
4844,larky,9082.0,No
4845,nixed,9082.0,No
4846,erick,9081.5,No
4847,genie,9081.5,Yes
4848,plume,9081.5,Yes
4849,whose,9081.0,Yes
4850,papes,9080.0,No
4851,rouls,9080.0,No
4852,festy,9079.0,No
4853,miros,9079.0,No
4854,agros,9078.0,No
4855,osone,9077.5,No
4856,gents,9076.0,No
4857,pinda,9076.0,No
4858,reeaf,9075.0,No
4859,semas,9075.0,No
4860,wheal,9075.0,No
4861,eathe,9074.5,No
4862,vapes,9074.5,No
4863,blend,9074.0,Yes
4864,codas,9074.0,No
4865,gelts,9074.0,No
4866,tirls,9074.0,No
4867,loach,9073.5,No
4868,vairy,9073.0,No
4869,blain,9072.5,No
4870,cases,9071.5,No
4871,debag,9071.5,No
4872,edits,9071.0,No
4873,marls,9071.0,No
4874,prese,9071.0,No
4875,steel,9071.0,Yes
4876,deoxy,9070.5,No
4877,skoal,9070.5,No
4878,pukey,9069.0,No
4879,eagle,9068.5,Yes
4880,nappe,9068.5,No
4881,therm,9068.0,No
4882,omens,9067.5,No
4883,sanko,9067.5,No
4884,sport,9067.5,Yes
4885,murre,9067.0,No
4886,hiked,9065.5,No
4887,pinto,9065.5,Yes
4888,cerci,9065.0,No
4889,estop,9065.0,No
4890,brand,9064.0,Yes
4891,pinas,9064.0,No
4892,vegan,9064.0,Yes
4893,sabes,9063.0,No
4894,pegos,9062.5,No
4895,ceder,9062.0,No
4896,atimy,9061.5,No
4897,berms,9061.5,No
4898,haems,9061.0,No
4899,russe,9061.0,No
4900,rhyme,9060.5,Yes
4901,amate,9059.5,No
4902,carns,9059.0,No
4903,grype,9059.0,No
4904,quine,9058.5,No
4905,altho,9058.0,No
4906,pyral,9058.0,No
4907,shere,9058.0,No
4908,dinlo,9057.5,No
4909,frati,9057.5,No
4910,boric,9057.0,No
4911,plaur,9057.0,No
4912,stipa,9057.0,No
4913,tenny,9056.5,No
4914,avens,9056.0,No
4915,mourn,9056.0,Yes
4916,vimen,9056.0,No
4917,vouge,9055.5,No
4918,salmi,9055.0,No
4919,douma,9054.5,No
4920,karos,9053.5,No
4921,pixel,9053.5,Yes
4922,stour,9053.5,No
4923,devon,9053.0,No
4924,trash,9053.0,Yes
4925,amido,9052.5,No
4926,galea,9052.5,No
