Rank,Word,Score,Bonus Score,Pos1 Overall Freq,Pos1 Positional Freq,Pos2 Overall Freq,Pos2 Positional Freq,Pos3 Overall Freq,Pos3 Positional Freq,Pos4 Overall Freq,Pos4 Positional Freq,Pos5 Overall Freq,Pos5 Positional Freq
1230,slept,2.975959491075968,19.292352013824107,0.5328345802161264,0.572734829592685,1.0,0.2809642560266002,0.5835411471321695,1.0,0.6556291390728477,0.5770491803278689,0.1518987341772152,0.5985748218527316
1231,neral,2.97566575316619,23.55905258230434,0.4538653366583541,1.0,0.7231920199501247,0.7880299251870324,0.572734829592685,0.09392265193370165,0.7913907284768212,0.5311475409836065,0.5063291139240507,0.3657957244655582
1232,corbe,2.975663417693731,23.435417016325665,0.372402327514547,0.6034912718204489,0.7231920199501247,0.21030756442227763,1.0,0.5386740331491713,0.9172185430463576,0.5311475409836065,0.06962025316455696,1.0
1233,rapes,2.975590887054901,23.555340853105502,0.7231920199501247,0.7880299251870324,0.2809642560266002,1.0,0.5328345802161264,0.281767955801105,1.0,0.18360655737704917,1.0,0.0831353919239905
1234,taube,2.975527856869844,23.429566575006195,0.5835411471321695,0.7880299251870324,0.3649210307564422,0.21030756442227763,1.0,0.40331491712707185,1.0,0.5377049180327869,0.06962025316455696,1.0
1235,spait,2.975351325395484,23.313369052501375,0.5328345802161264,0.2809642560266002,0.7880299251870324,0.5344970906068163,0.5835411471321695,1.0,0.19536423841059603,1.0,0.4936708860759494,0.5985748218527316
1236,hears,2.9751600643688896,23.46434129991116,0.29925187032418954,1.0,0.7880299251870324,0.7231920199501247,0.5328345802161264,0.18232044198895028,0.7913907284768212,1.0,0.46835443037974683,0.0831353919239905
1237,soken,2.975134827509483,23.642750720767932,0.5328345802161264,0.6034912718204489,0.15211970074812967,1.0,0.4538653366583541,1.0,0.9172185430463576,0.036065573770491806,1.0,0.30641330166270786
1238,dolee,2.9750290064207148,20.313445254007387,0.30423940149625933,0.6034912718204489,0.572734829592685,1.0,1.0,0.2983425414364641,0.9172185430463576,0.3639344262295082,1.0,1.0
1239,cavie,2.974734819282036,23.292512962074134,0.372402327514547,0.7880299251870324,0.10390689941812137,0.5344970906068163,1.0,0.5386740331491713,1.0,0.15737704918032788,0.4936708860759494,1.0
1240,arced,2.9747033612599783,23.39998216058,0.7880299251870324,0.7231920199501247,0.372402327514547,1.0,0.30423940149625933,0.3784530386740331,0.8774834437086093,0.18032786885245902,1.0,0.27790973871733965
1241,wrast,2.974624705913566,19.374714880310066,0.13881961762261014,0.7231920199501247,0.7880299251870324,0.5328345802161264,0.5835411471321695,0.21823204419889503,0.8774834437086093,1.0,0.5348101265822784,0.5985748218527316
1242,sedan,2.974473326654238,23.41566968396623,0.5328345802161264,1.0,0.30423940149625933,0.7880299251870324,0.4538653366583541,1.0,0.7913907284768212,0.24262295081967214,0.5063291139240507,0.30641330166270786
1243,agile,2.974325057371043,23.710421514010232,0.7880299251870324,0.23524522028262676,0.5344970906068163,0.572734829592685,1.0,0.3784530386740331,0.029801324503311258,0.8688524590163934,0.5063291139240507,1.0
1244,arvee,2.9743119537087397,20.357777293152957,0.7880299251870324,0.7231920199501247,0.10390689941812137,1.0,1.0,0.3784530386740331,0.8774834437086093,0.15737704918032788,1.0,1.0
1245,nitre,2.9741455247073176,23.428660585343373,0.4538653366583541,0.5344970906068163,0.5835411471321695,0.7231920199501247,1.0,0.09392265193370165,0.6589403973509934,0.36065573770491804,0.46835443037974683,1.0
1246,macle,2.973647318767159,23.38138224124256,0.24023275145469658,0.7880299251870324,0.372402327514547,0.572734829592685,1.0,0.287292817679558,1.0,0.18032786885245902,0.5063291139240507,1.0
1247,cutey,2.973365316558774,23.23947213390514,0.372402327514547,0.3649210307564422,0.5835411471321695,1.0,0.33000831255195345,0.5386740331491713,0.6059602649006622,0.36065573770491804,1.0,0.8622327790973872
1248,drail,2.973362964817066,23.312509618473847,0.30423940149625933,0.7231920199501247,0.7880299251870324,0.5344970906068163,0.572734829592685,0.2983425414364641,0.8774834437086093,1.0,0.4936708860759494,0.3657957244655582
1249,mores,2.973320275027849,23.523898510191337,0.24023275145469658,0.6034912718204489,0.7231920199501247,1.0,0.5328345802161264,0.287292817679558,0.9172185430463576,0.5311475409836065,1.0,0.0831353919239905
1250,daisy,2.9731921782916384,23.24305132713348,0.30423940149625933,0.7880299251870324,0.5344970906068163,0.5328345802161264,0.33000831255195345,0.2983425414364641,1.0,0.8688524590163934,0.5348101265822784,0.8622327790973872
1251,grope,2.973088702157397,23.346908643406746,0.23524522028262676,0.7231920199501247,0.6034912718204489,0.2809642560266002,1.0,0.30939226519337015,0.8774834437086093,0.7934426229508197,0.1518987341772152,1.0
1252,sepoy,2.972894242844868,23.299878583312662,0.5328345802161264,1.0,0.2809642560266002,0.6034912718204489,0.33000831255195345,1.0,0.7913907284768212,0.18360655737704917,0.41139240506329117,0.8622327790973872
1253,rowet,2.972762071305671,23.446649306302945,0.7231920199501247,0.6034912718204489,0.13881961762261014,1.0,0.5835411471321695,0.281767955801105,0.9172185430463576,0.08196721311475409,1.0,0.5985748218527316
1254,cones,2.9726447572739136,23.476435288353343,0.372402327514547,0.6034912718204489,0.4538653366583541,1.0,0.5328345802161264,0.5386740331491713,0.9172185430463576,0.4459016393442623,1.0,0.0831353919239905
1255,naily,2.9726261738154527,23.366024206421788,0.4538653366583541,0.7880299251870324,0.5344970906068163,0.572734829592685,0.33000831255195345,0.09392265193370165,1.0,0.8688524590163934,0.5063291139240507,0.8622327790973872
1256,monie,2.9724852965629305,23.29450890992086,0.24023275145469658,0.6034912718204489,0.4538653366583541,0.5344970906068163,1.0,0.287292817679558,0.9172185430463576,0.4459016393442623,0.4936708860759494,1.0
1257,monte,2.9724025656265587,23.34074952087609,0.24023275145469658,0.6034912718204489,0.4538653366583541,0.5835411471321695,1.0,0.287292817679558,0.9172185430463576,0.4459016393442623,0.43354430379746833,1.0
1258,grime,2.972306912597265,23.314718565879016,0.23524522028262676,0.7231920199501247,0.5344970906068163,0.24023275145469658,1.0,0.30939226519337015,0.8774834437086093,0.8688524590163934,0.2088607594936709,1.0
1259,trite,2.9717684190132045,20.302512996917592,0.5835411471321695,0.7231920199501247,0.5344970906068163,0.5835411471321695,1.0,0.40331491712707185,0.8774834437086093,0.8688524590163934,0.43354430379746833,1.0
1260,feist,2.9715535610358943,23.285663162802642,0.16791354945968412,1.0,0.5344970906068163,0.5328345802161264,0.5835411471321695,0.36464088397790057,0.7913907284768212,0.8688524590163934,0.5348101265822784,0.5985748218527316
1261,rater,2.9714040223980973,20.46248619867627,0.7231920199501247,0.7880299251870324,0.5835411471321695,1.0,0.7231920199501247,0.281767955801105,1.0,0.36065573770491804,1.0,0.501187648456057
1262,rosed,2.971227184368969,23.42601764754811,0.7231920199501247,0.6034912718204489,0.5328345802161264,1.0,0.30423940149625933,0.281767955801105,0.9172185430463576,0.25901639344262295,1.0,0.27790973871733965
1263,fayre,2.9711884608026145,23.412810021124997,0.16791354945968412,0.7880299251870324,0.33000831255195345,0.7231920199501247,1.0,0.36464088397790057,1.0,0.09180327868852459,0.46835443037974683,1.0
1264,borde,2.9711787387983866,23.32579751639432,0.21030756442227763,0.6034912718204489,0.7231920199501247,0.30423940149625933,1.0,0.4696132596685083,0.9172185430463576,0.5311475409836065,0.2120253164556962,1.0
1265,spule,2.9710293047908647,23.330542279270006,0.5328345802161264,0.2809642560266002,0.3649210307564422,0.572734829592685,1.0,1.0,0.19536423841059603,0.5377049180327869,0.5063291139240507,1.0
1266,citee,2.97096388658173,20.262884537915138,0.372402327514547,0.5344970906068163,0.5835411471321695,1.0,1.0,0.5386740331491713,0.6589403973509934,0.36065573770491804,1.0,1.0
1267,burse,2.970879393900509,23.29097095780251,0.21030756442227763,0.3649210307564422,0.7231920199501247,0.5328345802161264,1.0,0.4696132596685083,0.6059602649006622,0.5311475409836065,0.5348101265822784,1.0
1268,yearn,2.9708031658927356,24.089290313589338,0.33000831255195345,1.0,0.7880299251870324,0.7231920199501247,0.4538653366583541,0.008287292817679558,0.7913907284768212,1.0,0.46835443037974683,0.30641330166270786
1269,serge,2.9707214693395185,20.354055602829828,0.5328345802161264,1.0,0.7231920199501247,0.23524522028262676,1.0,1.0,0.7913907284768212,0.5311475409836065,0.23417721518987342,1.0
1270,ricey,2.9705259133387676,23.317216929466078,0.7231920199501247,0.5344970906068163,0.372402327514547,1.0,0.33000831255195345,0.281767955801105,0.6589403973509934,0.18032786885245902,1.0,0.8622327790973872
1271,leone,2.9704743025085696,20.334037322360757,0.572734829592685,1.0,0.6034912718204489,0.4538653366583541,1.0,0.23204419889502761,0.7913907284768212,0.7934426229508197,0.569620253164557,1.0
1272,hosey,2.970426990110888,23.33887664066649,0.29925187032418954,0.6034912718204489,0.5328345802161264,1.0,0.33000831255195345,0.18232044198895028,0.9172185430463576,0.25901639344262295,1.0,0.8622327790973872
1273,toker,2.9702932838879708,23.7413821179116,0.5835411471321695,0.6034912718204489,0.15211970074812967,1.0,0.7231920199501247,0.40331491712707185,0.9172185430463576,0.036065573770491806,1.0,0.501187648456057
1274,bitey,2.9702437413120824,23.26035916457533,0.21030756442227763,0.5344970906068163,0.5835411471321695,1.0,0.33000831255195345,0.4696132596685083,0.6589403973509934,0.36065573770491804,1.0,0.8622327790973872
1275,bluet,2.9700124769290595,23.221044648257795,0.21030756442227763,0.572734829592685,0.3649210307564422,1.0,0.5835411471321695,0.4696132596685083,0.6556291390728477,0.5377049180327869,1.0,0.5985748218527316
1276,purse,2.9699615687580243,23.29437192647029,0.2809642560266002,0.3649210307564422,0.7231920199501247,0.5328345802161264,1.0,0.3812154696132597,0.6059602649006622,0.5311475409836065,0.5348101265822784,1.0
1277,guile,2.969809340546728,23.279900026863825,0.23524522028262676,0.3649210307564422,0.5344970906068163,0.572734829592685,1.0,0.30939226519337015,0.6059602649006622,0.8688524590163934,0.5063291139240507,1.0
1278,coral,2.9695419357415958,23.39409346136851,0.372402327514547,0.6034912718204489,0.7231920199501247,0.7880299251870324,0.572734829592685,0.5386740331491713,0.9172185430463576,0.5311475409836065,0.5063291139240507,0.3657957244655582
1279,sieth,2.9692269962393425,23.269455689823403,0.5328345802161264,0.5344970906068163,1.0,0.5835411471321695,0.29925187032418954,1.0,0.6589403973509934,0.5770491803278689,0.43354430379746833,0.32304038004750596
1280,sheet,2.969215383674647,20.28276632926473,0.5328345802161264,0.29925187032418954,1.0,1.0,0.5835411471321695,1.0,0.47019867549668876,0.5770491803278689,1.0,0.5985748218527316
1281,gripe,2.969076328719407,23.33205760877587,0.23524522028262676,0.7231920199501247,0.5344970906068163,0.2809642560266002,1.0,0.30939226519337015,0.8774834437086093,0.8688524590163934,0.1518987341772152,1.0
1282,motel,2.9689332703033764,23.340855073029083,0.24023275145469658,0.6034912718204489,0.5835411471321695,1.0,0.572734829592685,0.287292817679558,0.9172185430463576,0.36065573770491804,1.0,0.3657957244655582
1283,hoied,2.968649331082311,23.33239638253808,0.29925187032418954,0.6034912718204489,0.5344970906068163,1.0,0.30423940149625933,0.18232044198895028,0.9172185430463576,0.8688524590163934,1.0,0.27790973871733965
1284,cryne,2.9686188520911267,19.365707768754167,0.372402327514547,0.7231920199501247,0.33000831255195345,0.4538653366583541,1.0,0.5386740331491713,0.8774834437086093,0.09180327868852459,0.569620253164557,1.0
1285,fores,2.968351343764846,23.48619440488036,0.16791354945968412,0.6034912718204489,0.7231920199501247,1.0,0.5328345802161264,0.36464088397790057,0.9172185430463576,0.5311475409836065,1.0,0.0831353919239905
1286,clime,2.9683342253722467,23.288478807054002,0.372402327514547,0.572734829592685,0.5344970906068163,0.24023275145469658,1.0,0.5386740331491713,0.6556291390728477,0.8688524590163934,0.2088607594936709,1.0
1287,ayrie,2.967923525646186,23.443144802093236,0.7880299251870324,0.33000831255195345,0.7231920199501247,0.5344970906068163,1.0,0.3784530386740331,0.06622516556291391,0.5311475409836065,0.4936708860759494,1.0
1288,broke,2.967728186709415,23.30982598705599,0.21030756442227763,0.7231920199501247,0.6034912718204489,0.15211970074812967,1.0,0.4696132596685083,0.8774834437086093,0.7934426229508197,0.16772151898734178,1.0
1289,house,2.9676986275571315,23.34201269906917,0.29925187032418954,0.6034912718204489,0.3649210307564422,0.5328345802161264,1.0,0.18232044198895028,0.9172185430463576,0.5377049180327869,0.5348101265822784,1.0
1290,coted,2.9675269050578876,23.35337068754314,0.372402327514547,0.6034912718204489,0.5835411471321695,1.0,0.30423940149625933,0.5386740331491713,0.9172185430463576,0.36065573770491804,1.0,0.27790973871733965
1291,snoke,2.967450482204928,23.28916126015141,0.5328345802161264,0.4538653366583541,0.6034912718204489,0.15211970074812967,1.0,1.0,0.2814569536423841,0.7934426229508197,0.16772151898734178,1.0
1292,crash,2.9669444903250155,19.356032564989974,0.372402327514547,0.7231920199501247,0.7880299251870324,0.5328345802161264,0.29925187032418954,0.5386740331491713,0.8774834437086093,1.0,0.5348101265822784,0.32304038004750596
1293,laden,2.9668644242337154,23.39278303000108,0.572734829592685,0.7880299251870324,0.30423940149625933,1.0,0.4538653366583541,0.23204419889502761,1.0,0.24262295081967214,1.0,0.30641330166270786
1294,teils,2.966844380862036,23.395116804021168,0.5835411471321695,1.0,0.5344970906068163,0.572734829592685,0.5328345802161264,0.40331491712707185,0.7913907284768212,0.8688524590163934,0.5063291139240507,0.0831353919239905
1295,proke,2.966810361566931,23.313826459893253,0.2809642560266002,0.7231920199501247,0.6034912718204489,0.15211970074812967,1.0,0.3812154696132597,0.8774834437086093,0.7934426229508197,0.16772151898734178,1.0
1296,rails,2.9662468593535243,23.43487477756445,0.7231920199501247,0.7880299251870324,0.5344970906068163,0.572734829592685,0.5328345802161264,0.281767955801105,1.0,0.8688524590163934,0.5063291139240507,0.0831353919239905
1297,daint,2.966220629555913,23.291063206134627,0.30423940149625933,0.7880299251870324,0.5344970906068163,0.4538653366583541,0.5835411471321695,0.2983425414364641,1.0,0.8688524590163934,0.569620253164557,0.5985748218527316
1298,locie,2.9661867093353806,23.314087444768333,0.572734829592685,0.6034912718204489,0.372402327514547,0.5344970906068163,1.0,0.23204419889502761,0.9172185430463576,0.18032786885245902,0.4936708860759494,1.0
1299,gates,2.965740507719901,23.487467290129384,0.23524522028262676,0.7880299251870324,0.5835411471321695,1.0,0.5328345802161264,0.30939226519337015,1.0,0.36065573770491804,1.0,0.0831353919239905
1300,diner,2.9656541187558547,23.42749515809204,0.30423940149625933,0.5344970906068163,0.4538653366583541,1.0,0.7231920199501247,0.2983425414364641,0.6589403973509934,0.4459016393442623,1.0,0.501187648456057
1301,elans,2.96565220294542,23.492154369558023,1.0,0.572734829592685,0.7880299251870324,0.4538653366583541,0.5328345802161264,0.19060773480662985,0.6556291390728477,1.0,0.569620253164557,0.0831353919239905
1302,surly,2.9655812896946,19.22249183726786,0.5328345802161264,0.3649210307564422,0.7231920199501247,0.572734829592685,0.33000831255195345,1.0,0.6059602649006622,0.5311475409836065,0.5063291139240507,0.8622327790973872
1303,three,2.965389280696881,20.29879377648238,0.5835411471321695,0.29925187032418954,0.7231920199501247,1.0,1.0,0.40331491712707185,0.47019867549668876,0.5311475409836065,1.0,1.0
1304,ailed,2.96538260622288,23.378158756525846,0.7880299251870324,0.5344970906068163,0.572734829592685,1.0,0.30423940149625933,0.3784530386740331,0.6589403973509934,0.3639344262295082,1.0,0.27790973871733965
1305,shyer,2.965343051861888,19.480830222960623,0.5328345802161264,0.29925187032418954,0.33000831255195345,1.0,0.7231920199501247,1.0,0.47019867549668876,0.09180327868852459,1.0,0.501187648456057
1306,rages,2.9651995157563715,23.524383496784253,0.7231920199501247,0.7880299251870324,0.23524522028262676,1.0,0.5328345802161264,0.281767955801105,1.0,0.21639344262295082,1.0,0.0831353919239905
1307,freit,2.965167741106214,23.28684952523445,0.16791354945968412,0.7231920199501247,1.0,0.5344970906068163,0.5835411471321695,0.36464088397790057,0.8774834437086093,0.5770491803278689,0.4936708860759494,0.5985748218527316
1308,clipe,2.9651036414943888,23.305817849950856,0.372402327514547,0.572734829592685,0.5344970906068163,0.2809642560266002,1.0,0.5386740331491713,0.6556291390728477,0.8688524590163934,0.1518987341772152,1.0
1309,moany,2.964959155564404,23.27119359572319,0.24023275145469658,0.6034912718204489,0.7880299251870324,0.4538653366583541,0.33000831255195345,0.287292817679558,0.9172185430463576,1.0,0.569620253164557,0.8622327790973872
1310,piley,2.964857851358947,23.28824788599151,0.2809642560266002,0.5344970906068163,0.572734829592685,1.0,0.33000831255195345,0.3812154696132597,0.6589403973509934,0.3639344262295082,1.0,0.8622327790973872
1311,parve,2.9646487373038126,23.387469637985582,0.2809642560266002,0.7880299251870324,0.7231920199501247,0.10390689941812137,1.0,0.3812154696132597,1.0,0.5311475409836065,0.1360759493670886,1.0
1312,deals,2.964450304163254,23.446776331879953,0.30423940149625933,1.0,0.7880299251870324,0.572734829592685,0.5328345802161264,0.2983425414364641,0.7913907284768212,1.0,0.5063291139240507,0.0831353919239905
1313,ordie,2.9644182264631844,23.379373434994033,0.6034912718204489,0.7231920199501247,0.30423940149625933,0.5344970906068163,1.0,0.10497237569060773,0.8774834437086093,0.24262295081967214,0.4936708860759494,1.0
1314,swart,2.9642304545210036,19.340665565564105,0.5328345802161264,0.13881961762261014,0.7880299251870324,0.7231920199501247,0.5835411471321695,1.0,0.1390728476821192,1.0,0.46835443037974683,0.5985748218527316
1315,carol,2.964072072383393,23.36000839984624,0.372402327514547,0.7880299251870324,0.7231920199501247,0.6034912718204489,0.572734829592685,0.5386740331491713,1.0,0.5311475409836065,0.41139240506329117,0.3657957244655582
1316,peola,2.9637120100269305,23.344468777400095,0.2809642560266002,1.0,0.6034912718204489,0.572734829592685,0.7880299251870324,0.3812154696132597,0.7913907284768212,0.7934426229508197,0.5063291139240507,0.14726840855106887
1317,minae,2.963452592883284,23.297380232286308,0.24023275145469658,0.5344970906068163,0.4538653366583541,0.7880299251870324,1.0,0.287292817679558,0.6589403973509934,0.4459016393442623,0.5063291139240507,1.0
1318,scute,2.963219163470513,23.347475570723425,0.5328345802161264,0.372402327514547,0.3649210307564422,0.5835411471321695,1.0,1.0,0.12582781456953643,0.5377049180327869,0.43354430379746833,1.0
1319,coled,2.9630588402472364,23.372576342778206,0.372402327514547,0.6034912718204489,0.572734829592685,1.0,0.30423940149625933,0.5386740331491713,0.9172185430463576,0.3639344262295082,1.0,0.27790973871733965
1320,beats,2.9630499270667383,23.406113421833474,0.21030756442227763,1.0,0.7880299251870324,0.5835411471321695,0.5328345802161264,0.4696132596685083,0.7913907284768212,1.0,0.43354430379746833,0.0831353919239905
1321,spied,2.962851326855139,23.34508096183609,0.5328345802161264,0.2809642560266002,0.5344970906068163,1.0,0.30423940149625933,1.0,0.19536423841059603,0.8688524590163934,1.0,0.27790973871733965
1322,stain,2.9628152952600875,23.405423246246023,0.5328345802161264,0.5835411471321695,0.7880299251870324,0.5344970906068163,0.4538653366583541,1.0,0.24834437086092714,1.0,0.4936708860759494,0.30641330166270786
1323,toady,2.962776732080256,23.27240138708065,0.5835411471321695,0.6034912718204489,0.7880299251870324,0.30423940149625933,0.33000831255195345,0.40331491712707185,0.9172185430463576,1.0,0.2120253164556962,0.8622327790973872
1324,copse,2.9627700066374327,23.33402450049872,0.372402327514547,0.6034912718204489,0.2809642560266002,0.5328345802161264,1.0,0.5386740331491713,0.9172185430463576,0.18360655737704917,0.5348101265822784,1.0
1325,sabir,2.962707530733317,23.28546077575867,0.5328345802161264,0.7880299251870324,0.21030756442227763,0.5344970906068163,0.7231920199501247,1.0,1.0,0.18032786885245902,0.4936708860759494,0.501187648456057
1326,tsade,2.962518811981937,23.613931623460484,0.5835411471321695,0.5328345802161264,0.7880299251870324,0.30423940149625933,1.0,0.40331491712707185,0.046357615894039736,1.0,0.2120253164556962,1.0
1327,peats,2.9621321019242535,23.422985204114056,0.2809642560266002,1.0,0.7880299251870324,0.5835411471321695,0.5328345802161264,0.3812154696132597,0.7913907284768212,1.0,0.43354430379746833,0.0831353919239905
1328,presa,2.9617834127113247,23.432974005440162,0.2809642560266002,0.7231920199501247,1.0,0.5328345802161264,0.7880299251870324,0.3812154696132597,0.8774834437086093,0.5770491803278689,0.5348101265822784,0.14726840855106887
1329,heist,2.9617454386163447,23.338083357933833,0.29925187032418954,1.0,0.5344970906068163,0.5328345802161264,0.5835411471321695,0.18232044198895028,0.7913907284768212,0.8688524590163934,0.5348101265822784,0.5985748218527316
1330,gales,2.96127244290925,23.525191463882965,0.23524522028262676,0.7880299251870324,0.572734829592685,1.0,0.5328345802161264,0.30939226519337015,1.0,0.3639344262295082,1.0,0.0831353919239905
1331,losen,2.96122090672921,23.400838395191084,0.572734829592685,0.6034912718204489,0.5328345802161264,1.0,0.4538653366583541,0.23204419889502761,0.9172185430463576,0.25901639344262295,1.0,0.30641330166270786
1332,paver,2.9607522805823736,23.432488065197678,0.2809642560266002,0.7880299251870324,0.10390689941812137,1.0,0.7231920199501247,0.3812154696132597,1.0,0.15737704918032788,1.0,0.501187648456057
1333,guise,2.9606806590858232,23.274534328793237,0.23524522028262676,0.3649210307564422,0.5344970906068163,0.5328345802161264,1.0,0.30939226519337015,0.6059602649006622,0.8688524590163934,0.5348101265822784,1.0
1334,croze,2.960393521559808,23.43917798704746,0.372402327514547,0.7231920199501247,0.6034912718204489,0.010806317539484621,1.0,0.5386740331491713,0.8774834437086093,0.7934426229508197,0.056962025316455694,1.0
1335,crans,2.959689209115249,19.43085063779915,0.372402327514547,0.7231920199501247,0.7880299251870324,0.4538653366583541,0.5328345802161264,0.5386740331491713,0.8774834437086093,1.0,0.569620253164557,0.0831353919239905
1336,ulnae,2.959582886440063,23.329906295920797,0.3649210307564422,0.572734829592685,0.4538653366583541,0.7880299251870324,1.0,0.08287292817679558,0.6556291390728477,0.4459016393442623,0.5063291139240507,1.0
1337,rames,2.9590901988846166,23.55971948692889,0.7231920199501247,0.7880299251870324,0.24023275145469658,1.0,0.5328345802161264,0.281767955801105,1.0,0.19672131147540983,1.0,0.0831353919239905
1338,outer,2.9590792203510623,23.479391117598503,0.6034912718204489,0.3649210307564422,0.5835411471321695,1.0,0.7231920199501247,0.10497237569060773,0.6059602649006622,0.36065573770491804,1.0,0.501187648456057
1339,areic,2.959028705059633,23.50010961838351,0.7880299251870324,0.7231920199501247,1.0,0.5344970906068163,0.372402327514547,0.3784530386740331,0.8774834437086093,0.5770491803278689,0.4936708860759494,0.07125890736342043
1340,parly,2.958627345447854,19.306131156262545,0.2809642560266002,0.7880299251870324,0.7231920199501247,0.572734829592685,0.33000831255195345,0.3812154696132597,1.0,0.5311475409836065,0.5063291139240507,0.8622327790973872
1341,mates,2.9585388984833236,23.520289783958514,0.24023275145469658,0.7880299251870324,0.5835411471321695,1.0,0.5328345802161264,0.287292817679558,1.0,0.36065573770491804,1.0,0.0831353919239905
1342,miter,2.958439125565281,23.415487527266887,0.24023275145469658,0.5344970906068163,0.5835411471321695,1.0,0.7231920199501247,0.287292817679558,0.6589403973509934,0.36065573770491804,1.0,0.501187648456057
1343,voter,2.9580738611258526,23.45184920828197,0.10390689941812137,0.6034912718204489,0.5835411471321695,1.0,0.7231920199501247,0.11049723756906077,0.9172185430463576,0.36065573770491804,1.0,0.501187648456057
1344,rakee,2.957862993544126,20.68965395438976,0.7231920199501247,0.7880299251870324,0.15211970074812967,1.0,1.0,0.281767955801105,1.0,0.036065573770491806,1.0,1.0
1345,oarer,2.9577953597417235,20.52430378029378,0.6034912718204489,0.7880299251870324,0.7231920199501247,1.0,0.7231920199501247,0.10497237569060773,1.0,0.5311475409836065,1.0,0.501187648456057
1346,wader,2.9577737199043956,23.42413705916847,0.13881961762261014,0.7880299251870324,0.30423940149625933,1.0,0.7231920199501247,0.21823204419889503,1.0,0.24262295081967214,1.0,0.501187648456057
1347,vares,2.9575309603387687,23.596770111561327,0.10390689941812137,0.7880299251870324,0.7231920199501247,1.0,0.5328345802161264,0.11049723756906077,1.0,0.5311475409836065,1.0,0.0831353919239905
1348,neals,2.9547556182261627,23.534073243395934,0.4538653366583541,1.0,0.7880299251870324,0.572734829592685,0.5328345802161264,0.09392265193370165,0.7913907284768212,1.0,0.5063291139240507,0.0831353919239905
1349,probe,2.9546681169674587,23.42852588825394,0.2809642560266002,0.7231920199501247,0.6034912718204489,0.21030756442227763,1.0,0.3812154696132597,0.8774834437086093,0.7934426229508197,0.06962025316455696,1.0
1350,arils,2.954622696315216,23.450085840306127,0.7880299251870324,0.7231920199501247,0.5344970906068163,0.572734829592685,0.5328345802161264,0.3784530386740331,0.8774834437086093,0.8688524590163934,0.5063291139240507,0.0831353919239905
1351,hotel,2.9541562166208237,23.36168941091481,0.29925187032418954,0.6034912718204489,0.5835411471321695,1.0,0.572734829592685,0.18232044198895028,0.9172185430463576,0.36065573770491804,1.0,0.3657957244655582
1352,males,2.954070833672673,23.558013957712102,0.24023275145469658,0.7880299251870324,0.572734829592685,1.0,0.5328345802161264,0.287292817679558,1.0,0.3639344262295082,1.0,0.0831353919239905
1353,miler,2.95397106075463,23.42957335679389,0.24023275145469658,0.5344970906068163,0.572734829592685,1.0,0.7231920199501247,0.287292817679558,0.6589403973509934,0.3639344262295082,1.0,0.501187648456057
1354,maist,2.953813123337196,23.35372479912755,0.24023275145469658,0.7880299251870324,0.5344970906068163,0.5328345802161264,0.5835411471321695,0.287292817679558,1.0,0.8688524590163934,0.5348101265822784,0.5985748218527316
1355,twoer,2.9536323473861748,23.371818909899854,0.5835411471321695,0.13881961762261014,0.6034912718204489,1.0,0.7231920199501247,0.40331491712707185,0.1390728476821192,0.7934426229508197,1.0,0.501187648456057
1356,fates,2.953569967220321,23.464831941137213,0.16791354945968412,0.7880299251870324,0.5835411471321695,1.0,0.5328345802161264,0.36464088397790057,1.0,0.36065573770491804,1.0,0.0831353919239905
1357,diary,2.9535232791047683,23.28593850230434,0.30423940149625933,0.5344970906068163,0.7880299251870324,0.7231920199501247,0.33000831255195345,0.2983425414364641,0.6589403973509934,1.0,0.46835443037974683,0.8622327790973872
1358,tapes,2.953479039601711,23.515207933677345,0.5835411471321695,0.7880299251870324,0.2809642560266002,1.0,0.5328345802161264,0.40331491712707185,1.0,0.18360655737704917,1.0,0.0831353919239905
1359,bagie,2.9532988050396476,23.273070209602896,0.21030756442227763,0.7880299251870324,0.23524522028262676,0.5344970906068163,1.0,0.4696132596685083,1.0,0.21639344262295082,0.4936708860759494,1.0
1360,crein,2.9531571063173505,23.348987956681462,0.372402327514547,0.7231920199501247,1.0,0.5344970906068163,0.4538653366583541,0.5386740331491713,0.8774834437086093,0.5770491803278689,0.4936708860759494,0.30641330166270786
1361,baned,2.9530843122487074,23.37797105401387,0.21030756442227763,0.7880299251870324,0.4538653366583541,1.0,0.30423940149625933,0.4696132596685083,1.0,0.4459016393442623,1.0,0.27790973871733965
1362,crier,2.9530552993739416,20.352224019649196,0.372402327514547,0.7231920199501247,0.5344970906068163,1.0,0.7231920199501247,0.5386740331491713,0.8774834437086093,0.8688524590163934,1.0,0.501187648456057
1363,beans,2.9529624085213295,23.41101341909488,0.21030756442227763,1.0,0.7880299251870324,0.4538653366583541,0.5328345802161264,0.4696132596685083,0.7913907284768212,1.0,0.569620253164557,0.0831353919239905
1364,apter,2.9526973400232817,23.42957510011144,0.7880299251870324,0.2809642560266002,0.5835411471321695,1.0,0.7231920199501247,0.3784530386740331,0.19536423841059603,0.36065573770491804,1.0,0.501187648456057
1365,paned,2.952166487106223,23.3904126657588,0.2809642560266002,0.7880299251870324,0.4538653366583541,1.0,0.30423940149625933,0.3812154696132597,1.0,0.4459016393442623,1.0,0.27790973871733965
