Rank,Word,Score,Top 5 Words
442,irony,2.889566223490061,"slate, salet, stale, saute, shale"
443,covey,2.8893709282307487,"slart, saint, slant, sault, shart"
444,flair,2.889309929050228,"stone, sonce, souce, shote, shone"
445,stein,2.88907096755476,"coaly, clary, goary, hoary, oracy"
446,older,2.888997088890368,"saint, saunt, saith, saucy, satin"
447,corer,2.8871142712490707,"saint, slant, slaty, sault, salty"
448,cream,2.8867366882863887,"soily, sonly, souly, suint, stony"
449,puree,2.8862379926771298,"saint, slant, slaty, soily, coast"
450,miser,2.8848128088434244,"coaly, boaty, goaty, toady, plant"
451,cheat,2.884645519724596,"soily, roily, sonly, souly, surly"
452,bread,2.882946032436501,"soily, sonly, souly, suint, stony"
453,payee,2.882309808306875,"roist, crost, snort, short, snirt"
454,drain,2.881262653441901,"stole, souce, shote, socle, close"
455,reset,2.8805997158221075,"coaly, daily, naily, moany, gaily"
456,briny,2.880039665899194,"slate, salet, stale, coate, saute"
457,shiny,2.8796583297453537,"roate, crate, trace, coate, orate"
458,fable,2.879526267803408,"roist, crost, story, snort, short"
459,roach,2.8781736673116103,"seity, suite, stile, slide, seine"
460,bloat,2.877572636846068,"crise, crine, shier, siree, shire"
461,sinew,2.877290198087235,"coaly, boart, clart, clary, praty"
462,loath,2.8735083158349504,"crise, crine, siree, siren, brise"
463,sport,2.8732940524472603,"baile, aline, liane, daine, maile"
464,taken,2.8732630670012496,"soily, roily, souly, surly, shily"
465,forge,2.8726460162710685,"saint, slant, slaty, sault, salty"
466,smelt,2.871660105970676,"roany, rainy, goary, hoary, dairy"
467,stark,2.87107398020732,"clone, cline, coley, moile, coney"
468,foray,2.86865528089627,"slice, suite, stile, shite, shine"
469,grove,2.8685869028581763,"saint, slant, slaty, sault, salty"
470,heady,2.8684273999661736,"roist, crost, snort, snirt, suint"
471,sloth,2.868064935137979,"crane, raine, brane, paire, carne"
472,maker,2.8680116364947392,"soily, sonly, souly, suint, stony"
473,staid,2.86769442759552,"crone, corey, prole, prone, porey"
474,waist,2.8669585516632496,"crone, corey, prole, drole, prone"
475,aside,2.865340342146502,"crony, corny, truly, front, crout"
476,grief,2.865266099989139,"slant, slaty, sault, coast, salty"
477,peril,2.8647126652237622,"coast, saunt, boast, shoat, saucy"
478,clove,2.8646142156331584,"saint, saury, stary, shart, stair"
479,crept,2.8627109587899104,"soily, slain, shaly, sloan, sonly"
480,frost,2.8620632673007576,"baile, aline, liane, daine, maile"
481,maize,2.861359632539,"crost, sonly, souly, story, snort"
482,waive,2.861311646721089,"crost, sonly, souly, story, snort"
483,easel,2.8584185679693785,"crony, corny, print, droit, rioty"
484,stand,2.8575241781137386,"corey, poire, prole, oriel, goier"
485,coupe,2.85745169014741,"slart, saint, slant, slaty, stary"
486,reuse,2.8570743750093275,"coaly, laity, boaty, paint, daily"
487,petal,2.856322635249241,"crony, brosy, corny, irony, briny"
488,board,2.8559862878972573,"slice, seity, suite, stile, shite"
489,slack,2.8554743204164,"trone, trine, poire, noire, goier"
490,ovate,2.855136450653561,"surly, shily, drily, briny, shiny"
491,tardy,2.854880192623339,"slice, sonce, souce, socle, shone"
492,serve,2.8543398232437878,"coaly, laity, boaty, paint, daily"
493,spray,2.8530491542495486,"toile, boite, clote, clone, cline"
494,dopey,2.85291697247316,"slart, saint, slant, sault, shart"
495,craft,2.852916638389763,"shone, shine, slide, seine, poise"
496,blaze,2.8520252410338287,"roist, crost, story, snort, short"
497,point,2.8519642022463985,"saree, share, seare, sared, shale"
498,sever,2.850443366522348,"coaly, laity, boaty, paint, daily"
499,truly,2.850097864341314,"saine, saice, soave, paise, daine"
500,steak,2.850079107977229,"roily, crony, corny, drily, irony"
501,shrew,2.849461883645532,"coaly, laity, boaty, paint, daily"
502,grain,2.848288229465011,"stole, souce, shote, socle, close"
503,foyer,2.8472154939561944,"saint, slant, sault, saunt, slain"
504,brash,2.846715022557969,"toile, toney, clote, clone, cline"
505,chair,2.8462343379005306,"stole, stone, toney, slope, soled"
506,chafe,2.846165109643712,"soily, roist, roily, sonly, souly"
507,loamy,2.8431337260733485,"trine, stire, crise, crine, shier"
508,tense,2.8425704203923527,"coaly, lairy, clary, clair, goary"
509,beach,2.842074887454088,"soily, roist, roily, sonly, souly"
510,peach,2.841157062311604,"soily, roist, roily, sonly, souly"
511,savoy,2.841000049059978,"trine, crine, trice, brine, cruet"
512,towel,2.839956155381536,"saury, snary, rainy, sarin, scary"
513,eaten,2.839944573316071,"soily, roily, souly, surly, shily"
514,giant,2.8387857778295924,"sorel, soler, soree, shoer, sored"
515,tonal,2.838266352773165,"crise, shier, siree, shire, brise"
516,sewer,2.8357109353053085,"coaly, laity, boaty, paint, daily"
517,homer,2.835243927687251,"saint, slant, slaty, sault, salty"
518,prize,2.8352338552122878,"slant, slaty, sault, coast, salty"
519,shady,2.834905796348956,"trone, trine, toile, crone, crine"
520,fiery,2.834633986922972,"slant, sault, coast, loast, saunt"
521,tilde,2.834453633578833,"saury, roany, sonar, snary, soapy"
522,front,2.834294740306008,"saice, shale, slade, sauce, slice"
523,polar,2.834075106988445,"seity, suite, shite, shine, seine"
524,slimy,2.8336779719383878,"roate, crate, crane, trace, coate"
525,spoke,2.8336131660031585,"trail, rainy, lairy, clart, trial"
526,court,2.83338832435291,"saine, slane, shale, slade, baile"
527,rivet,2.8333225372922985,"coaly, soapy, shaly, sloan, saucy"
528,agree,2.833287797853309,"soily, sonly, souly, suint, stony"
529,crank,2.8326000634126016,"toile, toise, seity, suite, stole"
530,biome,2.832576440826128,"slart, slant, slaty, saury, stary"
531,twine,2.832284970256536,"soral, solar, saury, coaly, soapy"
532,erode,2.830109084361548,"saint, slant, slaty, sault, salty"
533,anger,2.8300538636709174,"soily, souly, souct, shily, sluit"
534,mange,2.829872530966653,"soily, roist, roily, crost, souly"
535,spike,2.829600792565169,"roany, coaly, boart, orant, clart"
536,siege,2.827992346898994,"roany, coaly, boart, orant, clart"
537,their,2.827704758774951,"coaly, soapy, sloan, saucy, sonly"
538,glide,2.826348728970351,"roast, saury, stary, roany, sonar"
539,sleep,2.826087358514621,"roany, ariot, rainy, boart, orant"
540,flute,2.8251944665139908,"roany, sonar, snary, rainy, sarin"
541,noisy,2.824749577373788,"crate, trace, caret, prate, carle"
542,sharp,2.8244874546564582,"toile, boite, toney, clote, clone"
543,prude,2.8241173060408427,"saint, slant, slaty, soily, coast"
544,acute,2.8238804706078264,"soily, roily, sonly, shily, brosy"
545,penal,2.823361595226348,"roist, crost, story, short, shirt"
546,steam,2.8226505495237983,"roily, crony, corny, drily, irony"
547,eager,2.819241912629418,"soily, sonly, souly, suint, stony"
548,gloat,2.8191889000554484,"crise, crine, shier, siree, shire"
549,sleek,2.8161492189071864,"roany, ariot, rainy, boart, orant"
550,seize,2.8157182393636866,"roany, coaly, boart, orant, clart"
551,inter,2.8153236414048277,"coaly, soapy, shaly, saucy, souly"
552,unite,2.8152805229194486,"soral, solar, coaly, soapy, clary"
553,moist,2.815065208356436,"crane, carle, brane, carne, blaer"
554,shark,2.814549315049024,"toile, boite, toney, clote, clone"
555,opine,2.81251407213869,"slart, slaty, saury, stary, sault"
556,pulse,2.8119642124220885,"roany, ariot, rainy, boart, orant"
557,piety,2.8117979020587867,"soral, solar, sonar, snarl, sloan"
558,braid,2.811551098591064,"stole, stone, sonce, souce, shote"
559,after,2.811545941477702,"soily, sonly, souly, shily, shiny"
560,rogue,2.810612272839901,"saint, slant, slaty, salty, slain"
561,treat,2.8103623846383727,"soily, sonly, souly, shily, shiny"
562,foist,2.8100962770934323,"crane, carle, brane, carne, blaer"
563,waver,2.8092301880237147,"soily, sonly, souly, suint, stony"
564,wafer,2.8090240094810004,"soily, sonly, souly, suint, stony"
565,drier,2.8074165187931657,"slant, slaty, sault, coast, salty"
566,power,2.8072719343845742,"saint, slant, slaty, sault, salty"
567,float,2.807018359555869,"crise, crine, shier, siree, shire"
568,crust,2.8065514125596853,"baile, alone, aline, liane, daine"
569,stalk,2.805411133105665,"crone, crine, corey, poire, noire"
570,broil,2.804325198607044,"saute, stane, sauce, samey, sated"
571,shorn,2.804233357153567,"baile, maile, blate, plate, palet"
572,spilt,2.803618831907616,"crane, brane, carne, crone, brace"
573,chant,2.803080336397377,"slier, sorel, soler, soree, siler"
574,brand,2.801380849109283,"toile, toise, slice, seity, suite"
575,hoist,2.800288154673883,"crane, carle, brane, carne, blaer"
576,ratio,2.8001822266907377,"shule, slued, cluey, seely, spule"
577,groan,2.7989804119920234,"slice, seity, suite, stile, shite"
578,regal,2.7983157316375764,"suint, stony, souct, shiny, point"
579,wiser,2.7979582371694782,"coaly, boaty, goaty, moany, toady"
580,track,2.7974405367100905,"shone, shine, slide, seine, poise"
581,gazer,2.7960154751304955,"soily, sonly, souly, suint, stony"
582,patsy,2.7959693724616645,"crone, crine, oriel, noire, drole"
583,tuber,2.7959347839448707,"soily, coaly, soapy, slain, shaly"
584,break,2.7939357789727737,"soily, sonly, souly, suint, stony"
585,poker,2.793931242398692,"saint, slant, slaty, sault, salty"
586,sneak,2.7936580744682864,"roily, triol, drily, droit, rioty"
587,glaze,2.793641504243209,"roist, crost, story, snort, short"
588,croak,2.7934624954213945,"seity, suite, stile, shite, shine"
589,olive,2.7925350157070614,"saury, stary, shart, snary, saunt"
590,clued,2.7923266971854286,"saint, roast, stary, roany, sonar"
591,creed,2.7919109400848567,"saint, slant, slaty, soily, sault"
592,metal,2.7916551143645285,"crony, brosy, prosy, corny, irony"
593,nicer,2.791646581068358,"slaty, sault, salty, loast, soapy"
594,palsy,2.791501307651014,"trone, trine, crone, crine, trice"
595,mercy,2.7893977097869307,"saint, slant, sault, loast, saunt"
596,taste,2.787221107001553,"roily, crony, corny, drily, irony"
597,fetal,2.786686183101526,"crony, brosy, prosy, corny, irony"
598,rifle,2.785662315534961,"coast, saunt, soapy, boast, shoat"
599,bloke,2.7851422949267306,"saint, saury, stary, shart, stair"
600,clash,2.784358598542331,"trone, trine, poire, noire, goier"
601,moral,2.783727121947352,"seity, suite, shite, shine, seine"
602,value,2.7836942760671217,"roist, crost, story, snort, short"
603,latte,2.7834283506441,"crony, brosy, prosy, corny, irony"
604,navel,2.78288828648172,"roist, crost, story, short, shirt"
605,whole,2.782554779604668,"saint, saury, stary, stair, snary"
606,chute,2.7821188753642936,"soily, soral, solar, roany, sonar"
607,warty,2.7802955629789503,"slice, sonce, souce, socle, shone"
608,reply,2.780191890571136,"saint, coast, saunt, saith, boast"
609,while,2.778542406166678,"roast, saury, stary, roany, sonar"
610,inlet,2.7778718245728045,"saury, soapy, goary, sarod, scary"
611,leave,2.777349304341333,"roist, crost, story, snort, short"
612,smoke,2.776939315309804,"trail, rainy, lairy, clart, trial"
613,serum,2.776539710226172,"coaly, laity, boaty, paint, daily"
614,noble,2.7762286313620272,"saury, stary, shart, stair, saith"
615,wrist,2.7761652534518246,"alone, haole, plane, canoe, leany"
616,hoard,2.7756238881875075,"slice, seity, suite, stile, seine"
617,solid,2.775018562883904,"crate, crane, trace, caret, prate"
618,quiet,2.774428252436808,"soral, solar, roany, sonar, coaly"
619,racer,2.7741301306247985,"soily, sonly, souly, suint, stony"
620,whose,2.773426098143763,"trail, rainy, lairy, clart, trial"
621,chide,2.771102597321074,"slart, slant, slaty, roast, soral"
622,scene,2.770129996041848,"ariot, trail, lairy, boart, trial"
623,froze,2.769609776502562,"saint, slant, slaty, sault, salty"
624,molar,2.7694075861037324,"seity, suite, shite, shine, seine"
625,talon,2.7691891532520403,"crise, shier, siree, shire, brise"
626,stank,2.768513924650011,"corey, poire, prole, oriel, drole"
627,trawl,2.7671951496590617,"sonce, souce, shone, shine, seine"
628,sheen,2.7664210038285377,"ariot, coaly, trail, lairy, boart"
629,truer,2.7659868215933607,"soily, coaly, soapy, slain, shaly"
630,amuse,2.7658880797739185,"roily, crony, triol, corny, print"
631,preen,2.765884514839894,"slaty, soily, sault, coast, salty"
632,deter,2.764244407951621,"soily, coaly, soapy, slain, shaly"
633,dirge,2.7636190155171265,"slant, slaty, sault, coast, salty"
634,leery,2.763246431881703,"saint, coast, saunt, saith, boast"
635,pansy,2.763008332438771,"toile, trice, oriel, drole, goier"
636,tapir,2.7624244454627664,"sonce, souce, socle, shone, close"
637,broad,2.762243281118076,"slice, seity, suite, stile, shite"
638,model,2.7622025561052648,"saint, saury, stary, shart, stair"
639,liver,2.761179144009344,"coast, saunt, soapy, boast, shoat"
640,gavel,2.7596085484419213,"roist, crost, story, snort, short"
641,remit,2.757761221686001,"coaly, soapy, shaly, sloan, saucy"
642,mover,2.7573368447169004,"saint, slant, slaty, sault, salty"
643,ulcer,2.757295527348761,"saint, soapy, saith, boast, shoat"
644,chest,2.7571045356868003,"roany, rainy, lairy, goary, roily"
645,south,2.756400610353011,"raile, crane, raine, ariel, carle"
646,onset,2.75536202978766,"lairy, clary, clair, dairy, fairy"
647,today,2.754393768809868,"slier, crise, slice, siler, crine"
648,baron,2.7517422932411817,"slice, seity, suite, stile, shite"
649,white,2.7517327162564325,"soral, solar, saury, roany, sonar"
650,flirt,2.750256530642643,"soave, sauce, samey, spane, saned"
651,oaken,2.7499814919333945,"shirt, surly, shily, sluit, silty"
652,angle,2.7496160684349222,"roist, crost, story, short, shirt"
653,loose,2.749076860514829,"rainy, brant, riant, praty, train"
654,dicey,2.7475605367250537,"slart, slant, roast, soral, solar"
655,slink,2.7473891432369166,"roate, crate, trace, coate, orate"
656,there,2.7468045120726856,"soily, coaly, soapy, slain, sloan"
657,spiny,2.7459246451929378,"roate, crate, trace, coate, orate"
658,glory,2.7456424663211885,"saine, saice, saute, stane, sauce"
659,resin,2.7439306345439247,"coaly, boaty, goaty, toady, coady"
660,grand,2.7429971123186627,"toile, toise, slice, seity, suite"
661,mower,2.742604413499861,"saint, slant, slaty, sault, salty"
662,hover,2.742559791034348,"saint, slant, slaty, sault, salty"
663,twice,2.741910694974278,"soral, solar, saury, roany, sonar"
664,whine,2.741645197711024,"slart, slaty, roast, soral, solar"
665,seedy,2.7411093638063844,"ariot, trail, boart, orant, clart"
666,dream,2.741097907705613,"soily, sonly, souly, suint, stony"
667,sorry,2.740545946164757,"baile, aline, liane, daine, maile"
668,ripen,2.7397129822693773,"slaty, sault, coast, salty, coaly"
669,trait,2.738967450792935,"sonce, souce, socle, shone, close"
670,eagle,2.7388041173934234,"roist, crost, story, snort, short"
671,reign,2.7379105641899626,"slaty, sault, coast, salty, coaly"
672,glean,2.737097271527764,"roist, crost, story, short, shirt"
673,manor,2.735444747533287,"slice, seity, suite, stile, shite"
674,screw,2.73472774768301,"laity, boaty, paint, daily, goaty"
675,token,2.7345151520204896,"saury, lairy, clary, shaly, clair"
676,chime,2.734474889165303,"slart, slant, slaty, roast, soral"
677,start,2.73238610914291,"clone, cline, coley, moile, coney"
678,shaft,2.7323058344688764,"crone, crine, corey, poire, prole"
679,sweet,2.731971022172222,"roany, coaly, rainy, lairy, clary"
680,snaky,2.7314068837260788,"toile, trice, poire, prole, oriel"
681,shaky,2.7313032520767253,"trone, trine, toile, crone, crine"
682,count,2.7308282687956007,"saree, slier, raile, raise, arise"
683,sound,2.7287474453536653,"crate, raile, trace, tiare, ariel"
684,steed,2.7278248013222663,"roany, coaly, rainy, lairy, clary"
685,sugar,2.727764238472468,"toile, boite, toney, clote, clone"
686,halve,2.727206806400612,"roist, crost, story, snort, crony"
687,creme,2.7256352419113465,"saint, slant, slaty, soily, sault"
688,decay,2.7244543460166177,"roist, snort, short, snirt, shirt"
689,crazy,2.7243499230809585,"toile, toise, suite, stole, stile"
690,meter,2.724068374738154,"soily, coaly, soapy, slain, shaly"
691,heavy,2.724067308633325,"roist, crost, snort, snirt, suint"
692,daunt,2.7239374031955843,"slier, sorel, soler, soree, crise"
693,forty,2.723433288409134,"saine, slane, saice, shale, slade"
694,freak,2.723381501682573,"soily, sonly, souly, suint, stony"
695,plain,2.7231682493304623,"soree, store, shoer, torse, sored"
696,scald,2.7231625854485744,"trone, trine, poire, noire, goier"
697,skirt,2.7224237961226683,"alone, haole, plane, canoe, leany"
698,crepe,2.722404658033488,"saint, slant, slaty, soily, sault"
699,badge,2.721688202818632,"soily, roist, roily, crost, sonly"
700,ounce,2.718408901354261,"slart, slaty, stary, shart, stair"
701,mince,2.71776880656848,"slart, slaty, roast, soral, solar"
702,inert,2.7172844122845445,"coaly, soapy, shaly, saucy, souly"
703,abuse,2.7166477699524454,"roily, crony, triol, corny, print"
704,fleet,2.716456550755603,"saury, roany, sonar, snary, rainy"
705,sling,2.716148559028396,"roate, crate, trace, coate, orate"
706,splat,2.7158487761726366,"crone, crine, corey, noire, goier"
707,boxer,2.715755135704102,"saint, slant, slaty, sault, salty"
708,fault,2.7156896471747687,"soree, crise, crone, shoer, crine"
709,alley,2.715602636110381,"roist, crost, snort, short, snirt"
710,islet,2.7155102065428243,"roany, goary, hoary, carny, oracy"
711,globe,2.714616313536639,"saint, saury, stary, shart, stair"
712,snout,2.7132468815545296,"raile, ariel, carle, paire, blaer"
713,shout,2.713143249905176,"raile, crane, raine, ariel, carle"
714,creep,2.7128388262285634,"saint, slant, slaty, soily, sault"
715,flyer,2.712584218942845,"saint, coast, saunt, saith, boast"
716,shank,2.7119892594917143,"toile, corey, trice, poire, prole"
717,crawl,2.711980401079314,"toise, seity, suite, stone, shote"
718,sieve,2.711610700803263,"roany, coaly, boart, orant, clart"
719,begat,2.7114537363085365,"soily, roily, sonly, souly, crony"
720,prank,2.7114527705030707,"toile, toise, slice, seity, suite"
721,arson,2.7105185857557164,"tuile, blite, cluey, flite, chile"
722,lousy,2.7099992682599376,"crate, crane, raine, trace, tiare"
723,paper,2.7096977012763483,"soily, sonly, souly, suint, stony"
724,toast,2.7086111115365696,"crine, brine, cline, plier, urine"
725,green,2.708418603191758,"slaty, soily, sault, coast, salty"
726,manly,2.7074694930149628,"soree, store, stire, toise, crise"
727,coven,2.707373526643664,"slart, slaty, saury, stary, sault"
728,semen,2.70734937130777,"ariot, coaly, trail, lairy, boart"
729,draft,2.707277857808987,"slice, sonce, souce, socle, shone"
730,cheer,2.706364711627277,"saint, slant, slaty, soily, sault"
731,mauve,2.705882992034706,"soily, roist, roily, crost, sonly"
732,credo,2.7051095153640885,"saint, slant, slaty, sault, salty"
733,pasty,2.7046620472904674,"crone, crine, oriel, noire, drole"
734,quote,2.704176892749929,"snary, rainy, sarin, lairy, slain"
735,horny,2.703537647444175,"slate, saice, salet, stale, saute"
736,creek,2.702900686621129,"saint, slant, slaty, soily, sault"
737,fresh,2.702416417562442,"coaly, laity, boaty, paint, daily"
738,delta,2.702216100695579,"crony, brosy, prosy, corny, irony"
739,email,2.700697867775298,"crost, story, snort, short, crony"
740,quite,2.7001645193119392,"soral, solar, roany, sonar, coaly"
741,plead,2.699442315511332,"roist, crost, story, snort, short"
742,piano,2.6987919540182777,"cruet, sleer, sture, cruse, seter"
743,dried,2.696435321647821,"slant, slaty, sault, coast, salty"
744,berth,2.6958922268440784,"soily, coaly, soapy, slain, sloan"
745,lithe,2.6947771824443416,"saury, roany, sonar, snary, soapy"
746,heron,2.694089262493134,"slaty, sault, salty, laity, clast"
747,erect,2.6939558470122766,"soily, soapy, slain, shaly, sloan"
748,abode,2.691962856897875,"snirt, shirt, suint, surly, shily"
749,grasp,2.6916935254571186,"toile, boite, toney, clote, clone"
750,sally,2.6912668472253864,"trone, trine, crone, crine, trice"
751,sonic,2.691022322872457,"prate, taler, teary, grate, frate"
752,gaunt,2.6909629792186944,"slier, sorel, soler, soree, crise"
753,randy,2.690501708528351,"toile, toise, slice, suite, stole"
754,guide,2.6897001462329344,"slart, slant, slaty, roast, soral"
755,scorn,2.6894992211910456,"baile, maile, blate, plate, thale"
756,debar,2.6890829565962653,"soily, sonly, souly, suint, stony"
757,avert,2.68873351841072,"soily, sonly, souly, shily, shiny"
758,abide,2.6879504834598853,"crost, sonly, souly, story, snort"
759,clasp,2.687720838232101,"trone, trine, noire, goier, toner"
760,strap,2.6871171208523137,"clone, cline, coley, moile, coney"
761,drank,2.686961282831825,"toile, toise, slice, seity, suite"
762,angel,2.686376043178601,"roist, crost, story, short, shirt"
763,glove,2.686001011075492,"saint, saury, stary, shart, stair"
764,rupee,2.685093168838709,"saint, slant, slaty, soily, coast"
765,erupt,2.684261493286023,"soily, coaly, slain, shaly, sloan"
766,genre,2.6835339958174984,"slaty, soily, sault, coast, salty"
767,beset,2.683043652022123,"roany, coaly, rainy, lairy, clary"
768,thief,2.6826488251369245,"soral, solar, saury, roany, sonar"
769,spark,2.680815630496608,"toile, boite, toney, clote, clone"
770,foamy,2.6801505302874906,"slier, trine, stire, crise, slice"
771,worst,2.680025634706555,"baile, aline, liane, daine, maile"
772,clerk,2.678829899481899,"saint, saunt, soapy, saith, boast"
773,arena,2.6788288049663307,"soily, souly, souct, shily, sluit"
774,stack,2.6781396493677523,"poire, prole, oriel, noire, drole"
775,belie,2.6780209017448326,"roast, saury, stary, roany, sonar"
776,stork,2.6766269011835675,"baile, aline, liane, daine, maile"
777,wrath,2.676594096407485,"slice, sonce, souce, socle, slide"
778,curve,2.675768257481818,"saint, slant, slaty, soily, salty"
779,guest,2.6757020845986608,"roany, coaly, rainy, lairy, clary"
780,lodge,2.6753692063335297,"saint, saury, stary, shart, stair"
781,exalt,2.674801196090457,"crony, brosy, prosy, corny, irony"
782,graft,2.674303433832097,"slice, sonce, souce, socle, shone"
783,entry,2.6733221849949107,"slaid, shoal, coals, solah, saick"
784,these,2.6720129835101254,"roany, coaly, rainy, lairy, clary"
785,crisp,2.6718472775530437,"alone, olate, haole, blate, leant"
786,decry,2.6717048905413816,"saint, slant, sault, loast, saunt"
787,breed,2.67168147231781,"saint, slant, slaty, soily, sault"
788,choke,2.671512426486833,"slart, saint, slant, slaty, saury"
789,purge,2.671002610668017,"saint, slant, slaty, soily, coast"
790,nasty,2.670475873682131,"poire, prole, oriel, drole, goier"
791,spoil,2.670210177900788,"crate, crane, trace, caret, brane"
792,usage,2.670100407710544,"roily, crony, triol, corny, print"
793,curly,2.669746865625859,"saine, stane, stoae, soave, toise"
794,haunt,2.668984316299565,"slier, sorel, soler, soree, crise"
795,golem,2.6680068237724117,"saint, saury, stary, shart, stair"
796,fiber,2.6670441828282314,"slant, slaty, sault, coast, salty"
797,nerdy,2.6670413464874265,"sault, coast, loast, saith, shalt"
798,weird,2.666544201676834,"slant, slaty, sault, coast, salty"
799,refit,2.664870906490384,"coaly, soapy, shaly, sloan, saucy"
800,wider,2.664853839693224,"slant, slaty, sault, coast, salty"
801,bowel,2.664511939034742,"saint, saury, stary, shart, stair"
802,flora,2.663649846025059,"seity, suite, shite, shine, seine"
803,relic,2.662464753991357,"saunt, soapy, boast, shoat, boaty"
804,azure,2.6608526855771517,"soily, sonly, stony, shily, silty"
805,setup,2.6603771167617523,"roany, coaly, rainy, lairy, clary"
806,glint,2.659867015584913,"soare, saree, arose, share, seare"
807,speak,2.659820758266517,"roily, crony, triol, corny, drily"
808,brunt,2.658553417797889,"saice, shale, slade, soave, slice"
809,shunt,2.658172081644049,"raile, ariel, carle, paire, blaer"
810,slick,2.6570148679546586,"roate, orate, prate, brane, trone"
811,spicy,2.65555036991068,"roate, orate, brane, trone, taler"
812,grout,2.6551408492683963,"saine, slane, saice, shale, slade"
813,swirl,2.655076933588317,"coate, canoe, thane, toney, atone"
814,groin,2.65384115044126,"slate, salet, stale, saute, shale"
815,olden,2.6532189570228866,"saury, stary, shart, stair, saith"
816,agent,2.652449274428226,"soily, roily, souly, surly, shily"
817,metro,2.652139991900786,"slain, shaly, saucy, slaid, sadly"
818,choir,2.6517872588767784,"slate, slane, salet, stale, saute"
819,clout,2.651168162043379,"saine, saree, saner, raise, arise"
820,faith,2.6508135825681114,"sorel, soler, soree, crone, sored"
821,movie,2.6501720905070325,"slart, slant, slaty, saury, stary"
822,clank,2.650014171629917,"soree, store, stire, toise, shoer"
823,pedal,2.6495919210511296,"roist, crost, story, snort, short"
824,storm,2.649198342730137,"baile, aline, liane, daine, faine"
825,steep,2.648752687465973,"roany, coaly, rainy, lairy, clary"
826,sheik,2.6484151812681684,"roany, coaly, boart, orant, clart"
827,flint,2.6476964750853336,"soare, saree, arose, share, seare"
828,ovine,2.646589479646411,"slart, slaty, saury, stary, sault"
829,buyer,2.6464899134956275,"saint, slant, coast, loast, slain"
830,betel,2.6459759002730348,"saury, roany, sonar, snary, rainy"
831,haven,2.645529574147627,"soily, roist, roily, crost, souly"
832,aware,2.6448189785770992,"soily, sonly, souly, suint, stony"
833,novel,2.644140371500961,"saury, stary, shart, stair, saith"
834,scalp,2.644090471592281,"trone, trine, noire, goier, toner"
835,elide,2.6435108191408734,"roast, saury, stary, roany, sonar"
836,diver,2.643340912699956,"slant, slaty, sault, coast, salty"
837,frank,2.641816318355355,"toile, toise, slice, seity, suite"
838,dense,2.6417168912318285,"ariot, coaly, trail, lairy, boart"
839,wreak,2.641495861271631,"soily, sonly, souly, suint, stony"
840,dunce,2.6408369472615925,"slart, slaty, soily, roast, soral"
841,segue,2.640577384818166,"roany, ariot, coaly, trail, rainy"
842,tangy,2.6404114158380425,"slier, sorel, soler, soree, crise"
843,labor,2.6399940406049884,"seity, suite, shite, shine, seine"
844,retch,2.6394572052911105,"soily, soapy, slain, sloan, sonly"
845,dowel,2.639102626221012,"saint, saury, stary, shart, stair"
846,tract,2.638422926028896,"shone, shine, slide, seine, poise"
847,bribe,2.6378282483039213,"slant, slaty, sault, coast, salty"
848,image,2.636460785685758,"crost, sonly, souly, story, snort"
849,leper,2.6359932180054058,"saint, coast, saunt, saith, boast"
850,broth,2.634586935084876,"saine, slane, saice, slade, sauce"
851,decal,2.634557255804697,"roist, story, snort, short, snirt"
852,gooey,2.6340499516450557,"slart, saint, slant, sault, shart"
853,decor,2.6340172979580507,"saint, slant, slaty, sault, salty"
854,adobe,2.6338408433175244,"snirt, shirt, suint, surly, shily"
855,verse,2.6334939598967,"coaly, laity, boaty, paint, daily"
856,royal,2.6329125746727526,"suite, shite, shine, seine, sient"
857,claim,2.632755862658267,"soree, trone, store, shoer, torse"
858,gravy,2.632543304379327,"toile, toise, slice, suite, stole"
859,aloft,2.6323793987893813,"crise, crine, shier, siree, shire"
860,scour,2.6313928659640267,"baile, aline, liane, daine, maile"
861,bilge,2.6310309719949205,"roast, saury, stary, roany, sonar"
862,wince,2.630914234894534,"slart, slaty, roast, soral, solar"
863,hazel,2.6303589917190497,"roist, crost, story, snort, crony"
864,idler,2.6287268751689314,"coast, saunt, soapy, boast, shoat"
865,plaid,2.628047381665894,"soree, trone, store, crone, shoer"
866,abort,2.628041199069746,"slice, shine, slide, seine, shiel"
867,lunar,2.627649017663578,"toise, seity, shote, shite, poise"
868,eclat,2.6275627863066444,"brosy, prosy, irony, briny, shiny"
869,chief,2.627434076557177,"slart, slant, slaty, roast, soral"
870,spurt,2.6269984526489427,"baile, alone, aline, liane, daine"
871,ridge,2.626324386407445,"slant, slaty, sault, coast, salty"
872,gauze,2.626278015415248,"soily, roist, roily, crost, sonly"
873,marsh,2.6252785203045206,"toile, boite, toney, clote, clone"
874,hasty,2.625217472723202,"crone, crine, poire, prole, oriel"
875,sooty,2.624540147903017,"raile, crane, raine, ariel, carle"
876,ankle,2.6227494917073426,"roist, crost, story, short, shirt"
877,snack,2.6217186158588093,"toile, poire, prole, oriel, drole"
878,shack,2.6216149842094563,"trone, trine, toile, poire, prole"
879,recut,2.62158275831962,"soily, soapy, slain, shaly, sloan"
880,noose,2.6215439432683505,"trail, lairy, clart, trial, clary"
881,taint,2.621131047060837,"sorel, soler, soree, shoer, sored"
882,carat,2.6206790779786813,"shone, shine, slide, seine, poise"
883,bland,2.6187949573265983,"soree, store, stire, toise, crise"
